POW_SA2_CODE_2021,zone_tier,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
106041127,external,0,0,0,0,10,0,7,0,6,6,32,15,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,4,0,0,0,12,14,27,0,5,5,12,16,29,0,0,0,59,44,107,6,17,19,66,65,129,0,0,0,0,3,3,5,0,4,8,5,15,13,8,21,0,0,0,3,52,59,0,0,0,3,5,9,7,61,69,0,0,0,4,16,17,3,8,15,4,30,35,0,22,22,13,83,88,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,12,4,13,0,0,0,7,0,7,0,10,14,0,0,0,8,10,21,15,15,27,21,7,23,1443,764,2206
106041128,external,0,4,7,11,0,5,5,0,0,0,57,30,91,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,8,0,0,0,3,12,15,6,3,11,7,7,16,12,28,37,0,0,0,0,0,0,6,21,22,6,21,22,0,0,0,55,128,182,0,0,0,55,128,182,0,0,0,10,15,27,17,30,43,30,42,72,0,0,0,83,78,159,0,0,0,28,11,38,117,89,199,0,4,3,37,202,241,0,4,3,9,4,17,49,222,269,0,11,15,9,66,78,16,66,78,15,170,181,10,60,65,49,373,421,0,0,0,9,4,7,0,0,0,37,46,87,0,0,0,43,54,102,0,0,0,33,4,41,4,67,78,0,0,0,42,79,112,39,17,56,22,17,42,1248,1745,2989
106041129,external,0,8,11,10,0,0,0,0,0,0,56,20,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,3,0,6,7,12,0,0,0,0,0,0,0,5,10,3,8,13,0,0,0,11,30,39,3,0,4,13,31,51,0,0,0,0,8,12,7,27,35,9,36,44,0,0,0,31,29,60,0,0,0,7,4,12,43,32,78,5,0,5,43,194,235,0,3,9,6,13,17,57,209,262,0,3,3,3,36,33,21,25,39,0,34,42,0,21,21,23,118,145,0,0,0,0,7,11,0,0,0,29,33,58,0,0,0,33,32,72,0,0,0,25,0,27,3,18,15,0,0,0,29,18,51,30,34,59,20,19,47,1239,1203,2442
111011206,core,0,14,8,19,12,4,12,11,9,18,135,37,178,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,6,3,0,5,0,4,4,15,4,19,0,4,0,8,24,38,11,11,24,21,34,51,46,67,116,0,0,0,0,3,0,24,55,80,25,59,82,0,0,0,92,129,226,18,3,19,114,135,247,0,0,0,24,31,52,36,32,68,64,62,125,0,0,0,24,39,62,5,4,7,156,60,220,186,102,295,0,9,9,108,378,483,27,29,57,12,35,49,149,450,600,3,23,29,135,615,746,60,230,290,37,202,233,36,171,204,266,1239,1504,0,0,0,4,0,9,6,4,9,25,31,57,0,0,0,36,39,71,0,0,0,132,22,160,32,119,152,0,0,0,167,150,306,94,58,148,43,37,80,3359,3835,7190
111011207,core,4,3,4,7,0,0,0,0,0,0,10,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,8,0,8,0,3,3,0,0,0,3,6,16,0,0,0,0,0,0,4,0,5,4,0,5,0,0,0,14,11,26,0,0,0,15,11,29,0,0,0,0,3,3,14,11,20,14,16,25,0,0,0,3,0,4,0,0,0,5,0,5,14,0,14,0,0,0,14,65,80,0,3,0,3,4,14,21,76,100,0,0,3,0,0,0,13,7,19,0,0,4,13,46,60,27,64,86,0,0,0,0,0,0,0,0,4,6,3,14,0,0,0,10,9,18,0,0,0,4,5,7,8,13,24,0,0,0,10,20,34,14,7,22,5,3,11,374,367,742
111011208,core,0,24,8,27,5,0,5,0,3,9,71,30,95,0,0,0,4,4,8,27,28,55,0,5,8,0,0,0,7,12,22,3,0,5,0,0,3,42,47,94,4,6,10,33,73,108,65,192,258,59,80,138,164,347,513,0,0,5,8,3,8,66,130,200,83,138,214,0,0,0,334,325,662,63,31,97,398,358,762,0,0,0,117,305,422,106,70,167,219,368,589,0,0,0,133,304,436,3,0,3,61,15,72,187,323,516,3,7,11,233,602,835,7,10,17,21,86,110,265,711,975,18,38,56,174,661,831,239,920,1154,239,369,607,231,721,952,896,2706,3604,0,0,3,9,0,7,14,18,31,44,68,108,0,0,0,63,85,147,0,0,0,191,39,226,91,275,358,0,0,0,276,307,587,144,113,252,61,54,111,5093,7631,12724
111011209,core,3,33,20,57,46,8,47,22,7,31,339,79,414,0,0,4,6,4,11,15,14,27,4,0,4,0,0,0,22,4,30,0,0,0,0,0,0,41,26,71,0,0,0,18,65,85,18,35,49,15,13,26,55,113,166,0,0,0,18,3,23,32,44,76,50,50,98,0,0,0,219,160,383,29,13,45,255,172,426,0,0,0,84,120,204,93,100,188,173,215,394,0,0,0,26,35,58,6,0,8,95,42,144,131,82,209,11,11,12,149,556,705,55,91,144,30,39,71,241,694,936,10,41,47,35,76,108,151,356,503,112,469,582,140,499,634,436,1438,1876,0,0,0,0,0,0,3,6,15,27,29,51,3,5,8,35,40,77,0,0,0,351,49,404,119,220,339,0,0,0,476,268,745,292,95,389,79,31,118,6107,5268,11372
111011210,core,0,4,0,4,0,0,4,0,0,0,10,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,10,4,8,5,14,17,28,18,29,49,0,0,0,0,0,0,9,7,9,7,7,7,0,0,0,19,27,45,13,5,14,33,35,64,0,0,0,0,0,3,26,12,36,24,17,41,0,0,0,3,3,7,0,0,0,24,0,23,20,10,30,0,3,3,24,119,148,0,0,0,4,3,14,33,127,166,0,6,5,0,22,25,17,71,88,49,210,256,48,164,207,119,474,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,5,0,4,6,53,60,0,3,3,9,61,73,22,10,31,11,4,20,655,1174,1827
111011211,core,0,0,0,0,0,0,0,3,0,7,12,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,9,7,4,10,0,0,0,8,3,10,0,5,4,8,10,14,0,0,0,28,17,45,3,0,8,33,20,51,0,0,0,9,4,15,3,0,5,11,5,21,0,0,0,0,3,5,0,0,0,9,6,17,14,10,22,0,0,0,3,35,41,0,3,3,0,7,10,4,43,48,0,8,4,4,7,9,3,23,30,30,161,195,9,41,45,47,237,281,0,0,0,5,4,7,0,4,4,5,0,6,0,0,0,8,5,16,0,0,0,24,13,38,0,18,18,0,0,0,28,27,56,35,12,46,8,3,11,709,550,1260
111011212,core,0,14,0,12,3,0,6,5,5,7,26,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,7,9,11,0,0,3,10,15,23,0,10,11,14,17,34,26,48,70,0,0,0,0,0,0,8,36,45,15,36,50,0,0,0,38,66,106,14,5,22,62,70,125,0,0,0,7,21,24,35,24,57,39,48,83,0,0,0,12,18,36,0,0,0,14,0,14,30,18,51,6,9,15,64,191,255,4,3,5,4,17,17,77,223,294,0,0,0,0,4,4,18,82,100,13,81,90,4,57,62,37,228,261,0,0,0,0,0,0,3,4,6,0,8,9,0,0,0,3,12,21,0,0,0,38,8,44,9,40,54,0,0,0,50,49,98,35,13,48,22,13,34,1023,1286,2310
111011213,core,0,0,0,5,0,0,0,0,0,0,10,0,9,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,10,11,6,9,20,11,3,13,22,26,44,0,0,0,0,0,5,16,12,22,12,11,22,0,0,0,57,55,109,16,6,22,71,58,134,0,0,0,0,9,12,9,15,23,13,19,33,0,0,0,0,10,12,3,0,4,0,0,0,3,15,20,5,0,7,18,112,130,0,7,7,20,21,41,44,143,185,0,5,5,3,0,3,21,57,75,8,44,55,30,125,151,63,230,288,0,0,0,0,0,0,0,10,10,3,11,17,0,0,0,7,21,24,0,0,0,10,5,18,7,40,42,0,0,0,17,45,54,13,10,31,3,5,11,491,733,1230
111011214,core,0,44,24,72,11,17,25,19,3,19,96,59,153,0,0,0,4,0,4,12,0,12,0,0,0,0,0,0,7,3,10,7,0,6,0,0,0,26,7,29,0,0,5,11,35,46,13,35,47,44,55,99,73,135,203,0,0,0,14,0,17,51,87,132,69,87,154,0,0,0,165,187,352,47,10,57,212,202,412,0,0,0,19,37,51,39,33,76,56,69,129,0,0,0,562,455,1018,6,0,5,6,13,16,577,468,1047,5,5,13,78,359,441,3,0,7,20,47,65,113,417,524,0,9,11,64,259,321,103,382,481,43,135,177,35,188,228,236,981,1218,0,4,6,7,4,13,7,6,13,112,103,214,0,0,8,131,123,251,0,0,0,155,28,179,38,171,205,0,4,4,185,198,388,115,91,205,45,30,72,3668,4098,7765
111021215,core,0,8,0,9,4,0,4,5,5,4,44,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,8,0,0,0,0,4,7,0,7,9,6,0,4,7,11,17,0,0,0,0,0,0,7,5,11,3,5,10,0,0,0,59,83,146,7,0,10,69,84,153,0,0,0,6,9,20,13,19,36,17,33,50,0,0,0,7,18,24,0,0,0,0,0,4,9,19,31,0,5,3,83,250,337,0,0,0,8,6,15,93,265,356,0,4,5,0,3,3,5,16,22,82,390,472,30,103,129,119,515,636,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,5,6,8,0,0,0,12,0,14,7,26,36,0,0,0,24,27,47,33,15,52,13,7,20,830,1113,1949
111021216,core,0,0,3,6,0,0,0,0,0,0,17,7,24,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,11,14,0,0,0,3,5,9,4,6,8,0,3,8,5,19,25,0,0,0,3,4,6,10,6,17,9,8,17,0,0,0,26,34,51,10,0,17,32,35,71,0,0,0,5,4,7,15,20,32,19,22,41,0,0,0,0,0,7,0,0,0,0,0,0,7,0,11,3,0,4,7,64,70,6,0,5,0,9,8,21,74,94,0,5,5,6,7,12,6,40,47,12,72,84,34,110,147,56,236,297,0,0,0,0,0,0,0,6,9,6,6,15,0,0,0,10,11,22,0,0,0,15,0,11,7,28,31,0,0,0,18,27,48,21,16,33,3,11,15,495,667,1157
111021217,core,0,68,18,89,4,0,4,0,0,0,303,51,351,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,11,5,17,0,0,0,18,79,95,3,10,14,3,5,7,24,94,123,0,0,0,4,9,13,14,21,30,19,28,43,0,0,0,135,70,209,22,4,29,158,81,238,0,0,0,21,21,42,50,33,85,68,60,124,0,0,0,11,51,66,0,0,0,6,0,6,20,51,71,0,7,7,30,209,238,0,9,9,3,24,27,37,244,282,3,9,10,0,3,3,28,90,117,59,250,306,38,224,255,133,572,701,0,0,0,0,0,0,0,0,7,8,7,17,0,0,0,11,12,27,0,0,0,53,13,68,9,34,41,0,0,0,60,51,111,99,40,142,26,22,47,2242,1903,4144
111021218,core,0,26,15,42,0,0,5,7,6,13,171,67,242,0,0,0,3,0,4,3,7,12,6,9,11,0,0,0,19,3,24,4,0,0,0,0,0,34,15,51,0,0,0,11,27,34,3,16,20,12,11,19,25,53,79,0,0,0,21,9,33,31,51,81,57,57,113,0,0,0,78,95,171,20,3,24,96,101,202,0,0,0,23,28,48,67,36,102,89,67,155,0,0,0,32,65,95,0,0,8,51,10,58,84,77,163,3,4,7,113,320,427,81,107,184,32,30,59,224,452,678,8,23,30,61,100,165,60,202,269,84,387,465,89,233,319,304,944,1249,0,0,3,3,4,4,14,8,16,18,27,46,0,0,4,34,35,71,0,0,0,113,28,147,41,102,145,0,0,0,157,131,286,127,64,196,53,37,90,4382,3186,7568
111021219,core,0,16,12,26,0,0,0,3,3,0,145,25,176,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,5,14,0,0,0,11,45,62,11,11,25,19,14,30,40,68,115,0,0,0,6,3,11,30,31,63,30,35,71,0,0,0,79,114,194,20,9,23,93,120,216,0,0,0,17,49,63,41,31,79,60,82,140,0,0,0,36,71,100,4,0,6,74,26,95,111,90,203,3,9,12,117,389,512,3,10,16,9,32,38,134,437,572,4,13,15,43,206,242,60,221,278,39,237,272,41,209,245,178,878,1061,0,0,0,0,0,0,4,0,8,11,19,39,0,0,0,15,26,46,0,0,0,70,18,91,28,89,119,0,0,0,105,113,215,57,43,100,35,24,60,2056,2734,4790
111021220,core,0,4,0,5,0,0,0,0,0,0,27,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,4,9,0,4,5,3,5,6,3,4,3,4,6,11,13,19,28,0,0,0,9,0,9,5,10,12,12,10,22,0,0,0,40,25,62,13,7,17,49,29,80,0,0,0,3,7,13,26,16,37,29,15,48,0,0,0,3,4,6,0,0,0,3,0,5,9,10,16,0,3,3,21,105,127,0,0,0,8,9,17,30,120,151,0,6,6,0,0,3,12,33,39,5,6,8,8,32,42,17,77,93,0,0,0,0,0,0,6,5,5,5,5,8,0,0,0,11,5,14,0,0,0,28,3,30,4,30,34,0,0,0,34,31,66,29,10,43,9,8,18,850,582,1436
111021221,core,0,0,3,3,0,0,0,0,0,0,13,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,9,6,0,0,0,3,4,10,0,0,0,0,0,0,4,5,7,4,5,7,0,0,0,17,37,49,7,0,12,22,32,54,0,0,0,4,3,3,20,17,42,27,25,45,0,0,0,8,15,24,0,0,0,26,11,37,37,22,64,3,0,0,68,172,239,0,7,7,0,6,9,76,181,255,0,0,0,0,0,0,5,9,13,10,31,44,10,64,75,22,110,129,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,8,0,0,0,18,0,20,3,41,40,0,0,0,26,42,69,22,13,36,7,7,10,541,604,1149
111031222,core,0,13,11,22,5,3,10,16,5,31,72,24,94,0,0,0,4,5,8,17,18,36,0,0,0,0,0,0,5,5,12,4,0,9,0,0,0,29,28,61,0,0,0,9,36,44,28,47,72,13,23,37,51,102,152,0,0,3,3,3,5,20,29,53,30,37,58,4,0,0,109,166,275,15,8,25,129,175,309,0,0,0,24,44,67,46,34,81,74,78,147,0,0,0,78,184,265,46,12,56,32,3,38,149,206,358,6,5,13,126,444,569,4,8,15,26,57,83,160,518,675,0,12,11,5,23,24,157,565,719,3,15,23,35,137,177,205,748,953,0,0,0,0,0,0,9,13,17,42,49,87,0,0,0,48,63,108,0,0,0,78,16,91,48,195,251,0,3,3,127,216,349,74,64,134,25,39,66,2804,4466,7269
111031223,core,0,99,23,117,91,15,104,25,11,36,619,95,709,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,9,52,3,5,9,0,0,0,54,11,67,0,0,0,4,9,17,0,0,3,6,0,8,13,15,28,0,0,0,100,12,120,37,18,61,140,35,180,0,0,0,106,55,158,15,0,15,123,54,175,0,0,0,22,28,54,88,81,168,113,110,220,0,0,0,9,11,21,0,0,0,103,44,143,111,57,166,4,7,11,67,231,291,7,4,7,3,13,20,79,251,335,0,0,0,8,4,8,15,34,43,3,9,13,9,60,69,31,105,137,0,0,0,0,0,0,3,4,3,4,8,14,0,0,0,13,9,20,0,0,0,302,42,345,26,50,76,0,0,0,327,94,424,303,102,404,70,50,118,5994,2591,8579
111031224,core,0,15,6,21,130,42,169,6,0,15,663,136,803,0,0,3,0,0,3,18,8,26,13,17,28,0,0,0,20,11,30,17,4,16,3,3,8,75,51,124,5,11,20,273,400,668,38,82,127,51,81,134,371,575,950,0,0,0,14,13,25,97,130,225,109,142,250,3,3,10,572,644,1214,160,42,198,734,689,1425,0,0,0,67,133,195,59,50,107,122,179,305,4,6,6,656,657,1316,11,5,15,106,35,135,773,703,1478,20,34,54,213,637,846,49,128,178,33,101,135,319,891,1210,16,40,58,10,36,49,256,791,1047,53,160,215,352,815,1168,687,1847,2533,0,4,3,0,7,12,32,43,71,173,129,298,9,5,13,217,187,402,0,0,0,154,28,184,158,286,442,0,0,0,313,316,631,264,150,415,63,66,127,7016,7168,14182
111031225,core,0,9,9,18,51,34,87,6,4,4,115,64,176,0,0,0,4,5,9,0,0,3,0,0,0,0,0,0,25,3,25,0,0,0,0,0,0,27,15,44,3,3,3,10,15,18,9,39,45,17,15,40,38,74,111,0,0,0,10,3,8,25,37,64,34,42,76,0,0,0,162,182,345,38,10,47,206,194,393,0,0,0,88,138,226,25,31,57,114,162,285,0,0,0,35,40,74,0,0,4,70,13,77,103,56,157,3,11,12,82,398,473,48,171,220,23,42,61,155,623,773,13,47,61,1204,4271,5475,230,833,1065,83,124,203,47,223,274,1579,5498,7069,7,3,11,0,0,0,9,9,21,24,27,54,3,3,6,39,44,86,0,0,0,119,23,148,30,144,174,0,5,5,152,176,326,144,65,212,60,53,113,4037,7868,11905
111031226,core,0,5,4,12,0,0,0,5,0,5,108,19,122,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,6,3,9,0,0,0,0,0,0,19,8,28,0,0,0,7,3,8,0,18,18,4,7,7,8,29,36,0,0,0,0,0,3,0,9,11,4,9,16,0,0,0,36,55,86,9,13,18,46,68,110,0,0,0,0,12,15,29,28,52,37,36,69,0,0,0,4,14,16,0,0,0,4,4,14,13,15,26,4,4,10,51,266,318,0,10,5,6,12,18,64,288,349,0,0,0,0,0,0,16,53,65,12,27,42,47,183,228,71,268,340,0,0,0,0,0,0,0,0,0,6,18,23,0,0,0,6,13,27,0,0,0,46,10,50,16,31,46,0,0,0,58,36,93,29,16,52,9,9,14,955,1147,2100
111031227,core,0,392,148,540,62,10,73,18,10,27,853,217,1066,0,0,0,5,7,10,8,0,9,13,4,15,0,0,0,18,0,18,12,3,13,3,0,7,58,15,77,0,0,0,3,11,18,14,10,24,8,4,12,24,32,59,0,0,0,12,3,15,30,44,71,37,44,84,0,0,0,700,367,1069,135,39,174,837,400,1245,0,0,0,71,89,160,70,59,132,146,143,293,0,0,0,23,72,91,4,0,3,118,38,151,137,113,257,10,21,34,85,310,401,24,49,70,13,45,58,134,431,558,10,21,29,0,6,6,94,346,435,161,420,581,168,594,762,427,1389,1815,3,0,3,0,0,0,19,9,32,67,35,101,10,0,10,95,53,145,0,0,0,134,14,146,107,158,268,0,4,4,237,176,414,258,101,357,61,44,105,6147,4210,10357
111031228,core,0,9,0,16,4,0,3,0,0,0,37,14,52,0,0,0,3,0,3,8,3,9,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,11,9,22,0,0,3,12,13,27,8,21,30,50,43,90,78,79,159,0,0,0,0,0,0,52,69,121,52,69,121,0,3,3,176,193,368,29,5,31,202,203,403,0,0,0,11,40,51,20,25,42,37,68,99,0,0,0,14,16,28,0,0,5,13,3,14,29,17,50,0,3,9,52,220,274,6,4,12,8,37,44,71,271,338,3,15,17,116,380,492,87,281,367,12,79,95,33,149,183,244,906,1148,0,6,6,0,0,0,12,14,24,8,25,38,0,0,0,23,44,68,0,0,0,38,6,37,19,132,147,0,4,4,56,137,197,49,25,75,19,19,40,1629,2454,4087
111031229,core,13,15,12,24,133,45,176,4,0,3,248,89,337,12,0,16,37,47,88,13,17,32,61,50,109,0,0,0,101,83,181,23,18,43,4,19,19,247,232,484,7,5,10,363,618,981,537,1318,1860,170,245,417,1081,2184,3264,0,0,0,16,8,25,169,202,372,183,212,399,12,3,18,1354,1674,3023,243,96,340,1613,1768,3381,0,0,0,163,322,485,74,70,148,237,392,633,4,3,3,809,1371,2184,16,19,31,337,215,557,1168,1608,2774,6,30,40,135,355,493,159,192,350,54,99,156,351,675,1030,16,47,66,92,478,572,224,722,947,8,39,43,336,921,1259,676,2213,2892,4,3,5,19,40,65,20,25,46,35,31,68,0,0,3,83,101,181,0,0,0,50,19,70,107,297,402,0,0,0,154,319,473,211,186,395,94,100,190,9039,12382,21415
111031230,core,0,22,0,22,495,90,588,41,4,46,904,146,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,32,12,22,31,0,0,0,51,27,78,0,0,3,54,28,80,0,0,0,25,7,29,7,6,11,25,19,41,0,0,0,15,10,27,6,0,6,25,3,28,51,19,62,0,0,0,0,8,9,0,0,0,0,0,0,4,11,11,0,3,3,0,0,0,0,5,9,0,0,0,0,13,12,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,52,0,0,0,0,0,0,37,11,50,118,19,135,20,11,38,2539,534,3070
111031231,core,0,32,13,45,34,11,41,10,0,9,295,63,364,0,0,0,0,0,0,3,0,3,19,18,36,0,0,0,6,4,7,0,0,5,0,0,0,35,23,55,0,0,0,3,7,12,0,10,7,0,9,9,7,31,34,0,0,0,0,0,0,18,17,28,18,17,28,0,0,0,78,43,122,15,0,15,88,43,133,0,0,0,9,15,24,70,68,140,79,83,163,0,0,0,7,13,22,0,0,0,44,12,57,44,29,73,5,5,9,80,244,323,1108,1697,2805,14,16,26,1205,1954,3157,0,7,7,37,185,223,39,93,133,39,201,238,23,115,139,142,605,748,0,0,0,4,3,10,0,3,3,42,28,76,6,0,6,55,35,89,0,0,0,91,22,108,23,50,76,0,0,0,121,68,184,131,48,179,49,19,68,3575,3765,7339
