road_variant_ref,edge_id,name,corridor_class,fields_changed,field_num_lanes_per_dir_from,field_num_lanes_per_dir_to,num_lanes_observed_source,field_kerbside_use_from,field_kerbside_use_to,kerbside_observed_source,capacity_veh_hr_lane,signal_cycle_s,tram_lane_present,source,sweep_low,sweep_high,rationale
net_base2026_broadmeadow_extension,w24027917,Selma Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w31731494,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w418259507,Selma Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w262148522,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w38575730,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558128,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,imputed_rule,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w33041276,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w31731495,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,imputed_rule,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w261325293,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,imputed_rule,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w703370003,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w703370004,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w703370005,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w703370006,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w703370007,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w308843535,Beaumont Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w532942988,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w532943030,Beaumont Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w1324584323,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w532943031,Beaumont Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w703370008,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w165819438,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w703370009,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w1324848034,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w170539325,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w880437940,Darby Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w327722943,Steel Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1413391461,Watt Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w630403517,Watt Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w665238120,Worth Place,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w764481382,Watt Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w880838119,Auckland Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1324848035,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w630409402,Merewether Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w575626859,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w380459178,Steel Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w32071786,Worth Place,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w18067875,Auckland Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w880437941,Darby Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,1.5,1.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w880437944,Merewether Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w575630149,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,2.0,1.0,imputed_rule,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w175584586,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w383586433,Merewether Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w880437943,Darby Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w80503130,Watt Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1000972295,Steel Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w532949916,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,2.0,1.0,imputed_rule,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w1413391460,Watt Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w190695340,Wharf Road,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w18302149,Wharf Road,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w170540984,Wharf Road,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w575626865,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w173149219,Worth Place,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1413391459,Watt Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w552629230,Honeysuckle Drive,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1000972294,Steel Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1075261404,Honeysuckle Drive,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1413391472,King Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,1.5,1.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w291699371,Merewether Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w291699372,Merewether Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w867849754,King Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,1.5,1.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w32071876,Honeysuckle Drive,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1075261405,Honeysuckle Drive,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w891085244,Honeysuckle Drive,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w419699915,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w884004470,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w1329808181,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w24027917,Selma Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w31731494,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w418259507,Selma Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w262148522,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w38575730,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w688558128,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,imputed_rule,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w33041276,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w31731495,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,imputed_rule,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w261325293,Maitland Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,imputed_rule,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w703370003,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w703370004,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w703370005,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w703370006,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w703370007,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w308843535,Beaumont Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w532942988,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w532943030,Beaumont Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1324584323,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w532943031,Beaumont Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w703370008,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w165819438,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w703370009,Donald Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w1198541636,Jacaranda Drive,corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1000,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1308574128,Taragna Road,corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1000,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w173577838,Russell Road,corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w173577867,Taragna Road,corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1000,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w232951008,Regent Street,corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w232951369,Alma Road,corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w260185819,Kookaburra Circuit,corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1000,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w261980570,Lambton Road,corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
