road_variant_ref,edge_id,name,corridor_class,fields_changed,field_num_lanes_per_dir_from,field_num_lanes_per_dir_to,num_lanes_observed_source,field_kerbside_use_from,field_kerbside_use_to,kerbside_observed_source,capacity_veh_hr_lane,signal_cycle_s,tram_lane_present,source,sweep_low,sweep_high,rationale
net_base2026_broadmeadow_extension,w688558122,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.5,1.5,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558121,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.5,1.5,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w1324584329,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w570047340,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558123,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558120,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w884951054,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.5,1.5,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w1324584327,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w575648842,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.5,1.5,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558130,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w575648841,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w326871089,Parry Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w368758802,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w688558131,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w773878392,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w688558129,Hunter Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.5,1.5,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w569092892,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w575648840,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w897368508,Parry Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558132,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w570069737,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w570069741,Parry Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w326871088,Parry Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w569092891,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w569683791,Parry Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w569683792,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w569092893,Parry Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558218,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w419699914,Parry Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w573328865,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w573328870,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w570051316,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558217,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w47893467,Gordon Avenue,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558119,Gordon Avenue,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w570051317,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558118,Gordon Avenue,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w570051322,Gordon Avenue,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w573328862,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w573328861,Gordon Avenue,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w688558216,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w307584580,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w570051319,Gordon Avenue,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w570051320,Gordon Avenue,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w307584583,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w1449300820,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w1292951269,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558215,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w308843535,Beaumont Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w532943028,Beaumont Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w688558214,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558207,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w796741061,Beaumont Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w307584582,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558198,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558204,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558209,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w307584581,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558213,Tudor Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w37032052,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w172631275,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w573328884,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w37031560,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w307524785,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w1221729697,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w1441524751,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w1441529775,Brunker Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w244672853,Chatham Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w25028007,Brunker Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w261964667,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w261964668,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w261965473,Chatham Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w410266299,Brunker Road,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w569800607,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w569800608,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w569800609,Chatham Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w569800610,Brunker Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w569800611,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558133,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558171,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558175,Brunker Road,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w688558178,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558180,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558181,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w688558184,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w786249987,Lambton Road,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,4.0,3.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w786249988,Chatham Street,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_broadmeadow_extension,w786249989,Belford Street,corridor_trunk:S4;corridor_trunk:S5,num_lanes_per_dir;kerbside_use,3.0,2.0,osm,unknown,clearway,imputed_rule,1600,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_broadmeadow_extension,w786249990,Brunker Road,corridor_trunk:S4;corridor_trunk:S5,kerbside_use,1.0,,imputed_rule,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1324848034,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w170539325,Stewart Avenue,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,num_lanes_per_dir;kerbside_use,2.0,1.0,osm,unknown,clearway,imputed_rule,1800,110,1,assumed,0,1,"extension lane take: one lane per direction to the tram, mirroring the as-built corridor. Assumed and swept"
net_base2026_jhh_extension,w880437940,Darby Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w327722943,Steel Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1200,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
net_base2026_jhh_extension,w1413391461,Watt Street,corridor_trunk:S4;corridor_trunk:S5;corridor_cross,kerbside_use,1.0,,osm,unknown,clearway,imputed_rule,1400,110,1,assumed,0,1,"extension kerbside take: the street is already single-lane, so the tram takes the kerbside rather than a running lane. Assumed"
