Year_Month,Card_type,Line,Trip
Oct-22,School Student,Newcastle Light Rail,35
Oct-22,Employee,Newcastle Light Rail,11
Oct-22,Free Travel,Newcastle Light Rail,17
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Oct-22,Adult,Newcastle Light Rail,745
Oct-22,CTP,Newcastle Light Rail,1037
Oct-22,Senior/Pensioner,Newcastle Light Rail,322
Oct-22,Child/Youth,Newcastle Light Rail,46
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Oct-22,Concession,Newcastle Light Rail,159
Oct-22,Employee,Newcastle Light Rail,13
Oct-22,Free Travel,Newcastle Light Rail,14
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,4
Oct-22,Adult,Newcastle Light Rail,290
Oct-22,CTP,Newcastle Light Rail,538
Oct-22,Child/Youth,Newcastle Light Rail,76
Oct-22,Concession,Newcastle Light Rail,16
Oct-22,Senior/Pensioner,Newcastle Light Rail,702
Oct-22,School Student,Newcastle Light Rail,52
Oct-22,Employee,Newcastle Light Rail,22
Oct-22,Free Travel,Newcastle Light Rail,8
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,1
Oct-22,Adult,Newcastle Light Rail,806
Oct-22,CTP,Newcastle Light Rail,915
Oct-22,Child/Youth,Newcastle Light Rail,56
Oct-22,Concession,Newcastle Light Rail,242
Oct-22,Senior/Pensioner,Newcastle Light Rail,565
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Oct-22,Employee,Newcastle Light Rail,8
Oct-22,Free Travel,Newcastle Light Rail,9
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,3
Oct-22,Adult,Newcastle Light Rail,456
Oct-22,CTP,Newcastle Light Rail,590
Oct-22,Child/Youth,Newcastle Light Rail,92
Oct-22,Concession,Newcastle Light Rail,54
Oct-22,Senior/Pensioner,Newcastle Light Rail,29
Oct-22,Adult,Newcastle Light Rail,32
Oct-22,CTP,Newcastle Light Rail,823
Oct-22,Concession,Newcastle Light Rail,1
Oct-22,Senior/Pensioner,Newcastle Light Rail,653
Oct-22,School Student,Newcastle Light Rail,22
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Oct-22,Employee,Newcastle Light Rail,25
Oct-22,Free Travel,Newcastle Light Rail,9
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Oct-22,Adult,Newcastle Light Rail,741
Oct-22,CTP,Newcastle Light Rail,848
Oct-22,Child/Youth,Newcastle Light Rail,21
Oct-22,Concession,Newcastle Light Rail,185
Oct-22,Concession,Newcastle Light Rail,64
Oct-22,Child/Youth,Newcastle Light Rail,401
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,19
Oct-22,Free Travel,Newcastle Light Rail,17
Oct-22,Employee,Newcastle Light Rail,5
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,28
Oct-22,Senior/Pensioner,Newcastle Light Rail,354
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Oct-22,Senior/Pensioner,Newcastle Light Rail,805
Oct-22,Employee,Newcastle Light Rail,14
Oct-22,School Student,Newcastle Light Rail,8
Oct-22,Free Travel,Newcastle Light Rail,3
Oct-22,CTP,Newcastle Light Rail,742
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,9
Oct-22,Adult,Newcastle Light Rail,418
Oct-22,Adult,Newcastle Light Rail,839
Oct-22,CTP,Newcastle Light Rail,792
Oct-22,Child/Youth,Newcastle Light Rail,141
Oct-22,Concession,Newcastle Light Rail,37
Oct-22,Senior/Pensioner,Newcastle Light Rail,671
Oct-22,School Student,Newcastle Light Rail,40
Oct-22,Employee,Newcastle Light Rail,21
Oct-22,Free Travel,Newcastle Light Rail,13
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,4
Oct-22,Adult,Newcastle Light Rail,718
Oct-22,Day Pass without SAF,Newcastle Light Rail,1
Oct-22,CTP,Newcastle Light Rail,881
Oct-22,Senior/Pensioner,Newcastle Light Rail,682
Oct-22,School Student,Newcastle Light Rail,32
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Oct-22,Child/Youth,Newcastle Light Rail,35
Oct-22,Employee,Newcastle Light Rail,15
Oct-22,Free Travel,Newcastle Light Rail,5
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,11
Oct-22,Concession,Newcastle Light Rail,242
Oct-22,Adult,Newcastle Light Rail,684
Oct-22,CTP,Newcastle Light Rail,1037
Oct-22,Child/Youth,Newcastle Light Rail,74
Oct-22,Concession,Newcastle Light Rail,160
Oct-22,Senior/Pensioner,Newcastle Light Rail,779
Oct-22,School Student,Newcastle Light Rail,29
Oct-22,Employee,Newcastle Light Rail,29
Oct-22,Free Travel,Newcastle Light Rail,4
Oct-22,Adult,Newcastle Light Rail,591
Oct-22,CTP,Newcastle Light Rail,811
Oct-22,Child/Youth,Newcastle Light Rail,21
Oct-22,Concession,Newcastle Light Rail,164
Oct-22,Day Pass without SAF,Newcastle Light Rail,2
Oct-22,Senior/Pensioner,Newcastle Light Rail,502
Oct-22,School Student,Newcastle Light Rail,26
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Oct-22,Employee,Newcastle Light Rail,14
Oct-22,Free Travel,Newcastle Light Rail,15
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Oct-22,Adult,Newcastle Light Rail,635
Oct-22,CTP,Newcastle Light Rail,756
Oct-22,Child/Youth,Newcastle Light Rail,35
Oct-22,Concession,Newcastle Light Rail,71
Oct-22,Senior/Pensioner,Newcastle Light Rail,716
Oct-22,School Student,Newcastle Light Rail,34
Oct-22,Employee,Newcastle Light Rail,13
Oct-22,Free Travel,Newcastle Light Rail,7
Oct-22,Adult,Newcastle Light Rail,658
Oct-22,CTP,Newcastle Light Rail,786
Oct-22,Child/Youth,Newcastle Light Rail,36
Oct-22,Concession,Newcastle Light Rail,251
Oct-22,Concession,Newcastle Light Rail,55
Oct-22,Child/Youth,Newcastle Light Rail,197
Oct-22,CTP,Newcastle Light Rail,720
Oct-22,Adult,Newcastle Light Rail,660
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,1
Oct-22,Free Travel,Newcastle Light Rail,12
Oct-22,Employee,Newcastle Light Rail,18
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Oct-22,Senior/Pensioner,Newcastle Light Rail,597
Oct-22,School Student,Newcastle Light Rail,4
Oct-22,Adult,Newcastle Light Rail,713
Oct-22,CTP,Newcastle Light Rail,962
Oct-22,Adult,Newcastle Light Rail,505
Oct-22,Child/Youth,Newcastle Light Rail,151
Oct-22,CTP,Newcastle Light Rail,933
Oct-22,Concession,Newcastle Light Rail,44
Oct-22,Employee,Newcastle Light Rail,7
Oct-22,Child/Youth,Newcastle Light Rail,113
Oct-22,Senior/Pensioner,Newcastle Light Rail,413
Oct-22,School Student,Newcastle Light Rail,34
Oct-22,Free Travel,Newcastle Light Rail,2
Oct-22,Concession,Newcastle Light Rail,34
Oct-22,Employee,Newcastle Light Rail,13
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,8
Oct-22,Employee,Newcastle Light Rail,18
Oct-22,Senior/Pensioner,Newcastle Light Rail,382
Oct-22,Free Travel,Newcastle Light Rail,4
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,3
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Oct-22,Free Travel,Newcastle Light Rail,8
Oct-22,Adult,Newcastle Light Rail,582
Oct-22,Sgl Trip LR Adult,Newcastle Light Rail,11
Oct-22,CTP,Newcastle Light Rail,653
Oct-22,Child/Youth,Newcastle Light Rail,36
Oct-22,Senior/Pensioner,Newcastle Light Rail,550
Oct-22,Concession,Newcastle Light Rail,140
Oct-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,7
Nov-22,Senior/Pensioner,Newcastle Light Rail,579
Nov-22,School Student,Newcastle Light Rail,35
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-22,Employee,Newcastle Light Rail,26
Nov-22,Free Travel,Newcastle Light Rail,12
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,3
Nov-22,Adult,Newcastle Light Rail,746
Nov-22,CTP,Newcastle Light Rail,692
Nov-22,Child/Youth,Newcastle Light Rail,39
Nov-22,Concession,Newcastle Light Rail,83
Nov-22,Senior/Pensioner,Newcastle Light Rail,438
Nov-22,School Student,Newcastle Light Rail,16
Nov-22,Employee,Newcastle Light Rail,8
Nov-22,Free Travel,Newcastle Light Rail,17
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Nov-22,Adult,Newcastle Light Rail,559
Nov-22,CTP,Newcastle Light Rail,690
Nov-22,Child/Youth,Newcastle Light Rail,51
Nov-22,Concession,Newcastle Light Rail,60
Nov-22,Senior/Pensioner,Newcastle Light Rail,710
Nov-22,School Student,Newcastle Light Rail,35
Nov-22,Employee,Newcastle Light Rail,14
Nov-22,Free Travel,Newcastle Light Rail,17
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Nov-22,Adult,Newcastle Light Rail,749
Nov-22,CTP,Newcastle Light Rail,839
Nov-22,Child/Youth,Newcastle Light Rail,91
Nov-22,Concession,Newcastle Light Rail,81
Nov-22,Senior/Pensioner,Newcastle Light Rail,638
Nov-22,School Student,Newcastle Light Rail,15
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-22,Employee,Newcastle Light Rail,10
Nov-22,Free Travel,Newcastle Light Rail,13
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,4
Nov-22,Adult,Newcastle Light Rail,772
Nov-22,CTP,Newcastle Light Rail,950
Nov-22,Child/Youth,Newcastle Light Rail,45
Nov-22,Concession,Newcastle Light Rail,50
Nov-22,Senior/Pensioner,Newcastle Light Rail,736
Nov-22,School Student,Newcastle Light Rail,29
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Nov-22,Employee,Newcastle Light Rail,18
Nov-22,Free Travel,Newcastle Light Rail,10
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,7
Nov-22,Adult,Newcastle Light Rail,765
Nov-22,CTP,Newcastle Light Rail,749
Nov-22,Child/Youth,Newcastle Light Rail,42
Nov-22,Concession,Newcastle Light Rail,81
Nov-22,Day Pass without SAF,Newcastle Light Rail,4
Nov-22,Senior/Pensioner,Newcastle Light Rail,494
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,7
Nov-22,Employee,Newcastle Light Rail,12
Nov-22,Free Travel,Newcastle Light Rail,6
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,10
Nov-22,Adult,Newcastle Light Rail,472
Nov-22,CTP,Newcastle Light Rail,980
Nov-22,Child/Youth,Newcastle Light Rail,86
Nov-22,Concession,Newcastle Light Rail,39
Nov-22,Senior/Pensioner,Newcastle Light Rail,535
Nov-22,School Student,Newcastle Light Rail,45
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Nov-22,Employee,Newcastle Light Rail,7
Nov-22,Free Travel,Newcastle Light Rail,13
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,6
Nov-22,Adult,Newcastle Light Rail,713
Nov-22,CTP,Newcastle Light Rail,896
Nov-22,Child/Youth,Newcastle Light Rail,63
Nov-22,Concession,Newcastle Light Rail,80
Nov-22,Day Pass without SAF,Newcastle Light Rail,1
Nov-22,Senior/Pensioner,Newcastle Light Rail,608
Nov-22,School Student,Newcastle Light Rail,41
Nov-22,Employee,Newcastle Light Rail,12
Nov-22,Free Travel,Newcastle Light Rail,11
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Nov-22,Adult,Newcastle Light Rail,748
Nov-22,CTP,Newcastle Light Rail,851
Nov-22,Child/Youth,Newcastle Light Rail,21
Nov-22,Concession,Newcastle Light Rail,58
Nov-22,Senior/Pensioner,Newcastle Light Rail,354
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Nov-22,Employee,Newcastle Light Rail,12
Nov-22,Free Travel,Newcastle Light Rail,1
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,11
Nov-22,Adult,Newcastle Light Rail,400
Nov-22,CTP,Newcastle Light Rail,556
Nov-22,Child/Youth,Newcastle Light Rail,98
Nov-22,Concession,Newcastle Light Rail,36
Nov-22,Senior/Pensioner,Newcastle Light Rail,674
Nov-22,School Student,Newcastle Light Rail,40
Nov-22,Employee,Newcastle Light Rail,11
Nov-22,Free Travel,Newcastle Light Rail,6
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Nov-22,Adult,Newcastle Light Rail,780
Nov-22,CTP,Newcastle Light Rail,925
Nov-22,Child/Youth,Newcastle Light Rail,91
Nov-22,Concession,Newcastle Light Rail,107
Nov-22,Senior/Pensioner,Newcastle Light Rail,310
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
Nov-22,Employee,Newcastle Light Rail,4
Nov-22,Free Travel,Newcastle Light Rail,8
Nov-22,Senior/Pensioner,Newcastle Light Rail,424
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,9
Nov-22,Adult,Newcastle Light Rail,388
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Nov-22,Employee,Newcastle Light Rail,3
Nov-22,CTP,Newcastle Light Rail,636
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,15
Nov-22,Child/Youth,Newcastle Light Rail,106
Nov-22,Adult,Newcastle Light Rail,571
Nov-22,CTP,Newcastle Light Rail,1110
Nov-22,Concession,Newcastle Light Rail,41
Nov-22,Child/Youth,Newcastle Light Rail,113
Nov-22,Concession,Newcastle Light Rail,46
Nov-22,Senior/Pensioner,Newcastle Light Rail,496
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,7
Nov-22,Employee,Newcastle Light Rail,18
Nov-22,Free Travel,Newcastle Light Rail,5
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,21
Nov-22,Adult,Newcastle Light Rail,669
Nov-22,CTP,Newcastle Light Rail,1027
Nov-22,Child/Youth,Newcastle Light Rail,132
Nov-22,Concession,Newcastle Light Rail,48
Nov-22,Senior/Pensioner,Newcastle Light Rail,601
Nov-22,School Student,Newcastle Light Rail,43
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Nov-22,Employee,Newcastle Light Rail,20
Nov-22,Free Travel,Newcastle Light Rail,14
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,1
Nov-22,Adult,Newcastle Light Rail,626
Nov-22,CTP,Newcastle Light Rail,702
Nov-22,Child/Youth,Newcastle Light Rail,61
Nov-22,Concession,Newcastle Light Rail,59
Nov-22,Senior/Pensioner,Newcastle Light Rail,489
Nov-22,School Student,Newcastle Light Rail,20
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Nov-22,Employee,Newcastle Light Rail,15
Nov-22,Free Travel,Newcastle Light Rail,4
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,4
Nov-22,Adult,Newcastle Light Rail,605
Nov-22,CTP,Newcastle Light Rail,600
Nov-22,Child/Youth,Newcastle Light Rail,37
Nov-22,Concession,Newcastle Light Rail,61
Nov-22,Senior/Pensioner,Newcastle Light Rail,637
Nov-22,School Student,Newcastle Light Rail,30
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-22,Employee,Newcastle Light Rail,23
Nov-22,Free Travel,Newcastle Light Rail,7
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Nov-22,Adult,Newcastle Light Rail,738
Nov-22,CTP,Newcastle Light Rail,883
Nov-22,Child/Youth,Newcastle Light Rail,36
Nov-22,Concession,Newcastle Light Rail,67
Nov-22,Senior/Pensioner,Newcastle Light Rail,624
Nov-22,School Student,Newcastle Light Rail,46
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-22,Employee,Newcastle Light Rail,12
Nov-22,Free Travel,Newcastle Light Rail,2
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,7
Nov-22,Adult,Newcastle Light Rail,684
Nov-22,CTP,Newcastle Light Rail,769
Nov-22,Child/Youth,Newcastle Light Rail,65
Nov-22,Concession,Newcastle Light Rail,85
Nov-22,Senior/Pensioner,Newcastle Light Rail,377
Nov-22,School Student,Newcastle Light Rail,28
Nov-22,Employee,Newcastle Light Rail,13
Nov-22,Free Travel,Newcastle Light Rail,5
Nov-22,Adult,Newcastle Light Rail,448
Nov-22,CTP,Newcastle Light Rail,511
Nov-22,Child/Youth,Newcastle Light Rail,21
Nov-22,Concession,Newcastle Light Rail,60
Nov-22,Senior/Pensioner,Newcastle Light Rail,274
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Nov-22,Employee,Newcastle Light Rail,8
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Nov-22,Adult,Newcastle Light Rail,301
Nov-22,CTP,Newcastle Light Rail,448
Nov-22,Child/Youth,Newcastle Light Rail,68
Nov-22,Concession,Newcastle Light Rail,41
Nov-22,Day Pass without SAF,Newcastle Light Rail,1
Nov-22,Senior/Pensioner,Newcastle Light Rail,560
Nov-22,School Student,Newcastle Light Rail,28
Nov-22,Employee,Newcastle Light Rail,13
Nov-22,Free Travel,Newcastle Light Rail,15
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,8
Nov-22,Adult,Newcastle Light Rail,656
Nov-22,CTP,Newcastle Light Rail,832
Nov-22,Child/Youth,Newcastle Light Rail,32
Nov-22,Concession,Newcastle Light Rail,69
Nov-22,Senior/Pensioner,Newcastle Light Rail,544
Nov-22,School Student,Newcastle Light Rail,21
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-22,Employee,Newcastle Light Rail,14
Nov-22,Free Travel,Newcastle Light Rail,6
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,1
Nov-22,Adult,Newcastle Light Rail,734
Nov-22,CTP,Newcastle Light Rail,808
Nov-22,Child/Youth,Newcastle Light Rail,39
Nov-22,Concession,Newcastle Light Rail,48
Nov-22,Senior/Pensioner,Newcastle Light Rail,587
Nov-22,School Student,Newcastle Light Rail,44
Nov-22,Employee,Newcastle Light Rail,19
Nov-22,Free Travel,Newcastle Light Rail,7
Nov-22,Adult,Newcastle Light Rail,595
Nov-22,CTP,Newcastle Light Rail,644
Nov-22,Child/Youth,Newcastle Light Rail,51
Nov-22,Concession,Newcastle Light Rail,67
Nov-22,Day Pass without SAF,Newcastle Light Rail,1
Nov-22,Senior/Pensioner,Newcastle Light Rail,681
Nov-22,School Student,Newcastle Light Rail,35
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Nov-22,Employee,Newcastle Light Rail,17
Nov-22,Free Travel,Newcastle Light Rail,8
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,6
Nov-22,Adult,Newcastle Light Rail,716
Nov-22,CTP,Newcastle Light Rail,945
Nov-22,Child/Youth,Newcastle Light Rail,90
Nov-22,Concession,Newcastle Light Rail,81
Nov-22,Senior/Pensioner,Newcastle Light Rail,474
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Nov-22,Employee,Newcastle Light Rail,9
Nov-22,Free Travel,Newcastle Light Rail,13
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,10
Nov-22,Adult,Newcastle Light Rail,653
Nov-22,CTP,Newcastle Light Rail,1179
Nov-22,Child/Youth,Newcastle Light Rail,107
Nov-22,Concession,Newcastle Light Rail,72
Nov-22,Senior/Pensioner,Newcastle Light Rail,639
Nov-22,School Student,Newcastle Light Rail,40
Nov-22,Employee,Newcastle Light Rail,13
Nov-22,Free Travel,Newcastle Light Rail,8
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Nov-22,Adult,Newcastle Light Rail,682
Nov-22,CTP,Newcastle Light Rail,725
Nov-22,Child/Youth,Newcastle Light Rail,34
Nov-22,Concession,Newcastle Light Rail,79
Nov-22,Senior/Pensioner,Newcastle Light Rail,611
Nov-22,School Student,Newcastle Light Rail,49
Nov-22,Employee,Newcastle Light Rail,26
Nov-22,Free Travel,Newcastle Light Rail,8
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,6
Nov-22,Adult,Newcastle Light Rail,713
Nov-22,CTP,Newcastle Light Rail,769
Nov-22,Child/Youth,Newcastle Light Rail,93
Nov-22,Concession,Newcastle Light Rail,82
Nov-22,Senior/Pensioner,Newcastle Light Rail,442
Nov-22,School Student,Newcastle Light Rail,27
Nov-22,Employee,Newcastle Light Rail,10
Nov-22,Free Travel,Newcastle Light Rail,11
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,1
Nov-22,Adult,Newcastle Light Rail,648
Nov-22,Senior/Pensioner,Newcastle Light Rail,715
Nov-22,School Student,Newcastle Light Rail,32
Nov-22,CTP,Newcastle Light Rail,620
Nov-22,Child/Youth,Newcastle Light Rail,28
Nov-22,Employee,Newcastle Light Rail,15
Nov-22,Concession,Newcastle Light Rail,76
Nov-22,Free Travel,Newcastle Light Rail,2
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,7
Nov-22,Adult,Newcastle Light Rail,734
Nov-22,CTP,Newcastle Light Rail,1002
Nov-22,Child/Youth,Newcastle Light Rail,59
Nov-22,Concession,Newcastle Light Rail,85
Nov-22,Senior/Pensioner,Newcastle Light Rail,637
Nov-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-22,Employee,Newcastle Light Rail,7
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,4
Nov-22,Adult,Newcastle Light Rail,377
Nov-22,CTP,Newcastle Light Rail,506
Nov-22,Child/Youth,Newcastle Light Rail,84
Nov-22,Concession,Newcastle Light Rail,25
Nov-22,Senior/Pensioner,Newcastle Light Rail,592
Nov-22,School Student,Newcastle Light Rail,42
Nov-22,Employee,Newcastle Light Rail,11
Nov-22,Free Travel,Newcastle Light Rail,9
Nov-22,Sgl Trip LR Adult,Newcastle Light Rail,1
Nov-22,Adult,Newcastle Light Rail,665
Nov-22,CTP,Newcastle Light Rail,744
Nov-22,Child/Youth,Newcastle Light Rail,38
Nov-22,Concession,Newcastle Light Rail,85
Dec-22,Employee,Newcastle Light Rail,6
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Dec-22,Senior/Pensioner,Newcastle Light Rail,231
Dec-22,Concession,Newcastle Light Rail,17
Dec-22,Child/Youth,Newcastle Light Rail,55
Dec-22,CTP,Newcastle Light Rail,288
Dec-22,Adult,Newcastle Light Rail,348
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,7
Dec-22,Free Travel,Newcastle Light Rail,9
Dec-22,Employee,Newcastle Light Rail,6
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,13
Dec-22,Senior/Pensioner,Newcastle Light Rail,485
Dec-22,Concession,Newcastle Light Rail,22
Dec-22,Child/Youth,Newcastle Light Rail,126
Dec-22,CTP,Newcastle Light Rail,705
Dec-22,Adult,Newcastle Light Rail,508
Dec-22,Day Pass without SAF,Newcastle Light Rail,2
Dec-22,Employee,Newcastle Light Rail,28
Dec-22,Free Travel,Newcastle Light Rail,10
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,4
Dec-22,Senior/Pensioner,Newcastle Light Rail,654
Dec-22,School Student,Newcastle Light Rail,41
Dec-22,Employee,Newcastle Light Rail,18
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Dec-22,Free Travel,Newcastle Light Rail,17
Dec-22,Adult,Newcastle Light Rail,877
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,71
Dec-22,CTP,Newcastle Light Rail,1325
Dec-22,Adult,Newcastle Light Rail,1199
Dec-22,CTP,Newcastle Light Rail,2370
Dec-22,Child/Youth,Newcastle Light Rail,381
Dec-22,Child/Youth,Newcastle Light Rail,141
Dec-22,Concession,Newcastle Light Rail,43
Dec-22,Concession,Newcastle Light Rail,80
Dec-22,Senior/Pensioner,Newcastle Light Rail,815
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,81
Dec-22,Employee,Newcastle Light Rail,14
Dec-22,Free Travel,Newcastle Light Rail,9
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Dec-22,Day Pass without SAF,Newcastle Light Rail,5
Dec-22,Senior/Pensioner,Newcastle Light Rail,606
Dec-22,School Student,Newcastle Light Rail,33
Dec-22,Adult,Newcastle Light Rail,565
Dec-22,CTP,Newcastle Light Rail,696
Dec-22,Child/Youth,Newcastle Light Rail,55
Dec-22,Concession,Newcastle Light Rail,51
Dec-22,Employee,Newcastle Light Rail,13
Dec-22,Free Travel,Newcastle Light Rail,14
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,1
Dec-22,Senior/Pensioner,Newcastle Light Rail,649
Dec-22,School Student,Newcastle Light Rail,21
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Dec-22,Adult,Newcastle Light Rail,745
Dec-22,CTP,Newcastle Light Rail,968
Dec-22,Child/Youth,Newcastle Light Rail,77
Dec-22,Concession,Newcastle Light Rail,55
Dec-22,Employee,Newcastle Light Rail,60
Dec-22,Free Travel,Newcastle Light Rail,21
Dec-22,Senior/Pensioner,Newcastle Light Rail,595
Dec-22,School Student,Newcastle Light Rail,23
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Dec-22,Adult,Newcastle Light Rail,740
Dec-22,CTP,Newcastle Light Rail,853
Dec-22,Child/Youth,Newcastle Light Rail,72
Dec-22,Concession,Newcastle Light Rail,61
Dec-22,Employee,Newcastle Light Rail,9
Dec-22,Free Travel,Newcastle Light Rail,6
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,10
Dec-22,Senior/Pensioner,Newcastle Light Rail,544
Dec-22,School Student,Newcastle Light Rail,36
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Dec-22,Adult,Newcastle Light Rail,666
Dec-22,CTP,Newcastle Light Rail,768
Dec-22,Child/Youth,Newcastle Light Rail,44
Dec-22,Concession,Newcastle Light Rail,69
Dec-22,Employee,Newcastle Light Rail,10
Dec-22,Day Pass without SAF,Newcastle Light Rail,2
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Dec-22,Senior/Pensioner,Newcastle Light Rail,260
Dec-22,Adult,Newcastle Light Rail,323
Dec-22,CTP,Newcastle Light Rail,458
Dec-22,Child/Youth,Newcastle Light Rail,84
Dec-22,Concession,Newcastle Light Rail,19
Dec-22,Employee,Newcastle Light Rail,12
Dec-22,Free Travel,Newcastle Light Rail,6
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,7
Dec-22,Adult,Newcastle Light Rail,694
Dec-22,CTP,Newcastle Light Rail,1099
Dec-22,Child/Youth,Newcastle Light Rail,204
Dec-22,Concession,Newcastle Light Rail,35
Dec-22,Senior/Pensioner,Newcastle Light Rail,656
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
Dec-22,Employee,Newcastle Light Rail,23
Dec-22,Free Travel,Newcastle Light Rail,12
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,3
Dec-22,Senior/Pensioner,Newcastle Light Rail,613
Dec-22,School Student,Newcastle Light Rail,25
Dec-22,Adult,Newcastle Light Rail,716
Dec-22,CTP,Newcastle Light Rail,772
Dec-22,Child/Youth,Newcastle Light Rail,87
Dec-22,Concession,Newcastle Light Rail,69
Dec-22,Employee,Newcastle Light Rail,21
Dec-22,Employee,Newcastle Light Rail,19
Dec-22,Free Travel,Newcastle Light Rail,11
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Dec-22,Free Travel,Newcastle Light Rail,11
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,2
