poi_id,lat,lon,category,category_group,attraction_weight,name,brand,opening_hours,levels,in_cbd,year,weight_source
w1345308962,-32.8951095,151.7022198,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308963,-32.8951322,151.7022237,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308964,-32.8951549,151.7022276,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308965,-32.8951775,151.7022314,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308966,-32.8952002,151.7022353,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308967,-32.8951002,151.7021038,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308968,-32.8951217,151.7021073,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308969,-32.8951432,151.7021107,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308970,-32.8951647,151.7021142,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308971,-32.8951862,151.7021177,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308972,-32.8952077,151.7021212,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1392528338,-32.8937034,151.7021747,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1521965360,-32.8910917,151.6966469,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w37931397,-32.8892227,151.6942547,civic:school,civic,1.5,Our Lady of Victories Primary School,,,,0,2026,assumed
w159030208,-32.891482,151.7028322,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w161258741,-32.8936736,151.6962544,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w161272699,-32.8835364,151.6960307,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w167150860,-32.8841201,151.6961131,landuse:retail,landuse,0.1,,,,,0,2026,assumed
w173097112,-32.8895588,151.7026319,leisure:park,leisure,0.9,Scobie Heath,,,,0,2026,assumed
w173100855,-32.8917923,151.7025918,amenity:parking,amenity,0.4,P4,,,,0,2026,assumed
w173100862,-32.893531,151.702551,leisure:park,leisure,0.9,Oval 4,,,,0,2026,assumed
w173100885,-32.8924779,151.703067,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w173697178,-32.8841397,151.7010859,leisure:golf_course,leisure,0.9,Shortland Waters Golf Club,,,,0,2026,assumed
w603148917,-32.889438,151.6975614,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w837140329,-32.895081,151.7027566,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w931275114,-32.891866,151.7027294,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w931275144,-32.8917886,151.7027454,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w931275145,-32.8917907,151.702719,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w931275183,-32.8916975,151.702737,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w932699086,-32.8926009,151.7027187,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w932699087,-32.8925892,151.7027418,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w932699104,-32.8927143,151.7027662,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w932699137,-32.8916178,151.7028837,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w932831038,-32.8923944,151.7025936,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w932831078,-32.8914308,151.7027228,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w932831079,-32.8914336,151.702749,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w932831100,-32.8915165,151.7027368,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w940233966,-32.8949141,151.7025884,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w940233978,-32.8942445,151.7026849,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1025991666,-32.8828807,151.6951215,health:hospital,health,1.0,Hunter Valley Private Hospital,,,,0,2026,assumed
w1180173365,-32.8846928,151.7034017,landuse:residential,landuse,0.1,,,,,0,2026,assumed
w1343404787,-32.8938156,151.696154,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1343404788,-32.8937956,151.6961568,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404789,-32.8937756,151.6961596,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404790,-32.8937556,151.6961624,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404791,-32.8937356,151.6961652,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404792,-32.8937157,151.6961681,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404793,-32.8936957,151.6961709,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404794,-32.8936757,151.6961737,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404795,-32.8936557,151.6961765,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404796,-32.8936358,151.6961793,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404797,-32.8936158,151.6961822,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404798,-32.8935958,151.696185,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404799,-32.8935758,151.6961878,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404800,-32.8935558,151.6961906,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404801,-32.8935359,151.6961935,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404802,-32.8935159,151.6961963,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404803,-32.8934959,151.6961991,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404804,-32.8934759,151.6962017,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1343404805,-32.8935374,151.696168,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1345024010,-32.8951325,151.6967989,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w1345024153,-32.8957327,151.6961831,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345024195,-32.8956627,151.6961734,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345024225,-32.8955762,151.6961679,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308886,-32.8954927,151.702678,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308887,-32.8954923,151.7027171,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345308888,-32.8954919,151.7027563,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w35354942,-32.8845193,151.6919665,leisure:park,leisure,0.9,Milne Park,,,,0,2026,assumed
w161272694,-32.8831589,151.6946359,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w167150862,-32.8850385,151.6956932,landuse:retail,landuse,0.1,,,,,0,2026,assumed
w153461972,-32.8880029,151.6977828,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w603148920,-32.889162,151.698018,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w1319176499,-32.8876406,151.6984536,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w1319176500,-32.8875502,151.697377,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w1343296065,-32.8876474,151.6979198,leisure:outdoor_seating,leisure,0.9,,,,,0,2026,assumed
w1343296067,-32.8874887,151.6981768,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1343296068,-32.8873062,151.6978701,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1457917518,-32.8877855,151.6974533,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1457917519,-32.8877229,151.6979892,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1457917521,-32.8880578,151.6981046,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1457917522,-32.8880655,151.6971465,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1457917524,-32.8877626,151.6979756,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w673254262,-32.9070911,151.7104127,leisure:park,leisure,0.9,Hillview Playground,,,,0,2026,assumed
w673254264,-32.9072112,151.7103036,leisure:playground,leisure,0.9,,,,,0,2026,assumed
w714957715,-32.9053692,151.7129276,leisure:park,leisure,0.9,Morpeth Road Reserve,,,,0,2026,assumed
w714957718,-32.9051871,151.7136256,leisure:playground,leisure,0.9,,,,,0,2026,assumed
w1190410589,-32.9076552,151.7109152,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w1242984268,-32.9040014,151.7094732,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w1243241392,-32.9077915,151.7150982,amenity:social_facility,amenity,0.4,Residential Aged Care Waratah,,,,0,2026,assumed
w1243241395,-32.9077445,151.7154433,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w38101031,-32.90174,151.7145406,leisure:sports_centre,leisure,0.9,Newcastle Pistol Club,,,,0,2026,assumed
w105242671,-32.9026619,151.7151956,leisure:park,leisure,0.9,Braye Park,,,,0,2026,assumed
w173100856,-32.8951671,151.704328,amenity:parking,amenity,0.4,P6,,,,0,2026,assumed
w173540321,-32.89559,151.7102222,amenity:parking,amenity,0.4,P11,,,,0,2026,assumed
w237598681,-32.8980936,151.7097907,leisure:nature_reserve,leisure,0.9,Allowah Street Reserve,,,,0,2026,assumed
w260900826,-32.9043057,151.7092793,leisure:park,leisure,0.9,Acacia Avenue Reserve,,,,0,2026,assumed
w463405471,-32.8971766,151.7162282,leisure:common,leisure,0.9,,,,,0,2026,assumed
w463405565,-32.8957189,151.7144888,civic:place_of_worship,civic,1.5,International Christian Church,,,,0,2026,assumed
w463405881,-32.898242,151.715792,civic:school,civic,1.5,Waratah West Public School,,,,0,2026,assumed
w466652620,-32.8999668,151.7165307,leisure:common,leisure,0.9,,,,,0,2026,assumed
w503296365,-32.89585,151.7081809,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w664315563,-32.9020381,151.7154902,leisure:pitch,leisure,0.9,,,,,0,2026,assumed
w834362450,-32.8963178,151.7166488,landuse:residential,landuse,0.1,,,,,0,2026,assumed
w834362452,-32.8983601,151.7138515,landuse:residential,landuse,0.1,,,,,0,2026,assumed
w928757869,-32.8958791,151.7085542,amenity:parking,amenity,0.4,P11,,,,0,2026,assumed
w929970370,-32.8957413,151.7083406,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w930039537,-32.8957533,151.7095888,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930039538,-32.8957593,151.709564,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930039539,-32.8957654,151.7095392,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930039540,-32.8957715,151.7095144,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930039541,-32.8957776,151.7094896,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930039542,-32.8957837,151.7094648,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930039543,-32.8957898,151.70944,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930039544,-32.8957959,151.7094152,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930039545,-32.8958019,151.7093904,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930054388,-32.8957891,151.7099334,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w930078697,-32.8957854,151.7087895,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078698,-32.8957943,151.7087531,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078699,-32.8958003,151.7087281,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078700,-32.8958064,151.7087031,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078701,-32.8958124,151.708678,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078763,-32.8957886,151.7091175,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078764,-32.8957947,151.7090915,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078765,-32.8958007,151.7090655,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078779,-32.8958006,151.7097824,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078780,-32.8957948,151.709807,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078781,-32.895789,151.7098316,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078791,-32.895778,151.7098575,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w930078792,-32.8957791,151.7098836,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078793,-32.8957694,151.7099115,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078794,-32.895763,151.7099376,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078795,-32.8957566,151.7099637,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078803,-32.8958254,151.7092838,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078805,-32.895767,151.7092656,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930251053,-32.8960729,151.709271,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w930251061,-32.8960285,151.7092783,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930251071,-32.8957969,151.7103839,leisure:garden,leisure,0.9,,,,,0,2026,assumed
w1345100224,-32.8957698,151.710331,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345100225,-32.8957842,151.7102717,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w1345100230,-32.8958109,151.7101665,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w1372892640,-32.8957945,151.7091928,amenity:vending,amenity,0.4,Return and Earn station,Return and Earn,,1,0,2026,assumed
w161135943,-32.8959131,151.7038991,amenity:parking,amenity,0.4,,,,,0,2026,assumed
w163778531,-32.9010641,151.7049689,leisure:pitch,leisure,0.9,Waterboard Bowling Club,,,,0,2026,assumed
w167155211,-32.8966682,151.7078821,leisure:swimming_pool,leisure,0.9,,,,,0,2026,assumed
w260058695,-32.8961405,151.7079739,amenity:parking,amenity,0.4,P11,,,,0,2026,assumed
w930078592,-32.8962428,151.707134,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078593,-32.8962185,151.7071342,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078594,-32.8961942,151.7071344,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078595,-32.8961698,151.7071346,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078596,-32.8961455,151.7071348,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078597,-32.8961212,151.7071351,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078598,-32.8960969,151.7071353,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078599,-32.8962417,151.7070029,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078600,-32.8962179,151.7070029,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078601,-32.8961941,151.7070029,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078602,-32.8961704,151.7070029,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078603,-32.8961466,151.7070029,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078604,-32.8961228,151.7070028,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078605,-32.896099,151.7070028,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078606,-32.8961687,151.7072713,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078607,-32.8961433,151.7072691,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078608,-32.8961202,151.7072692,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078609,-32.8960971,151.7072692,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078610,-32.896074,151.7072693,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078611,-32.8960784,151.707397,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078612,-32.8961021,151.7073974,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078613,-32.8961258,151.7073978,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078614,-32.8962566,151.7073731,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078615,-32.8962539,151.7074037,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078616,-32.8962537,151.7074316,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078617,-32.8962535,151.7074595,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078618,-32.8962533,151.7074874,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078619,-32.8962531,151.7075153,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078620,-32.8962529,151.7075432,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078621,-32.8962527,151.7075712,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078622,-32.8962525,151.7075991,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078623,-32.8962523,151.707627,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078624,-32.896148,151.7076167,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078625,-32.8961482,151.70759,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078626,-32.8961485,151.7075634,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078627,-32.8961488,151.7075368,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078628,-32.8961491,151.7075102,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078629,-32.8961493,151.7074835,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078630,-32.8961496,151.7074569,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078631,-32.8961499,151.7074302,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078634,-32.8962202,151.7076978,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078635,-32.8962199,151.7077522,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078638,-32.896148,151.7078846,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078639,-32.8961999,151.7078945,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078640,-32.8961749,151.7078954,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078641,-32.8962472,151.7079532,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078642,-32.8962242,151.7079534,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078643,-32.8962013,151.7079535,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078644,-32.8961784,151.7079536,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078645,-32.8961554,151.7079538,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078646,-32.8961325,151.7079539,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078647,-32.8962476,151.7080793,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078648,-32.8962243,151.7080795,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078649,-32.896201,151.7080798,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078650,-32.8961776,151.70808,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078651,-32.8961543,151.7080803,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078652,-32.8961309,151.7080805,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078653,-32.8962529,151.7082728,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078654,-32.8962311,151.7082738,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078655,-32.8962094,151.7082747,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078656,-32.8961876,151.7082756,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078657,-32.8961659,151.7082765,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078658,-32.8961442,151.7082774,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078659,-32.8962561,151.7083958,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078660,-32.8962338,151.7083965,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078661,-32.8962115,151.7083972,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078662,-32.8961891,151.7083979,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078663,-32.8961668,151.7083987,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078664,-32.8961445,151.7083994,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078666,-32.8960215,151.7088779,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078667,-32.8960272,151.7088522,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078668,-32.8960329,151.7088266,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078669,-32.8960386,151.708801,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078670,-32.8960444,151.7087753,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078671,-32.8960501,151.7087497,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078672,-32.8960558,151.7087241,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078673,-32.8960615,151.7086984,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078674,-32.8960672,151.7086728,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078675,-32.896073,151.7086471,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078676,-32.8960787,151.7086215,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078677,-32.8959325,151.7088505,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078678,-32.8959389,151.7088247,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078679,-32.8959454,151.7087989,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078680,-32.8959518,151.7087731,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078681,-32.8959582,151.7087474,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078682,-32.8959646,151.7087216,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078683,-32.8959711,151.7086958,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078684,-32.8959775,151.7086701,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078685,-32.8959839,151.7086443,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078686,-32.8959903,151.7086185,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078687,-32.8959968,151.7085928,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078688,-32.8960032,151.708567,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078689,-32.8960096,151.7085412,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078690,-32.896016,151.7085154,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078691,-32.8960312,151.708484,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078692,-32.8960331,151.708457,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078693,-32.896035,151.70843,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078694,-32.8960369,151.7084029,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078695,-32.8960387,151.7083759,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078696,-32.8960406,151.7083489,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078702,-32.8958185,151.708653,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078703,-32.8958246,151.708628,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078704,-32.8958306,151.7086029,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078705,-32.8958366,151.7085779,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078706,-32.8958427,151.7085528,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078707,-32.8958488,151.7085278,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078708,-32.8958548,151.7085028,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078709,-32.8958609,151.7084777,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078710,-32.8958669,151.7084527,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078711,-32.895873,151.7084276,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078712,-32.8958791,151.7084026,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078713,-32.8958851,151.7083776,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078714,-32.8958911,151.7083525,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078715,-32.8958972,151.7083275,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078716,-32.8959033,151.7083024,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078717,-32.8959093,151.7082774,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078718,-32.8959868,151.70831,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078719,-32.8959807,151.7083349,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078720,-32.8959746,151.7083598,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078721,-32.8959684,151.7083847,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078722,-32.8959623,151.7084096,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078723,-32.8959562,151.7084346,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078724,-32.89595,151.7084594,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078725,-32.8959439,151.7084844,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078726,-32.8959378,151.7085093,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078727,-32.8959316,151.7085342,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078728,-32.8959255,151.7085591,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078729,-32.8959193,151.708584,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078730,-32.8959132,151.7086089,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078731,-32.8959071,151.7086338,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078732,-32.895901,151.7086587,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078733,-32.8958948,151.7086837,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078734,-32.8958887,151.7087085,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078735,-32.8958825,151.7087335,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078736,-32.8958764,151.7087584,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078737,-32.8958702,151.7087833,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078738,-32.8958641,151.7088082,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078739,-32.895858,151.7088339,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078750,-32.8959707,151.7090756,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078751,-32.8959635,151.709106,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078752,-32.8959562,151.7091363,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078753,-32.895949,151.7091666,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078754,-32.8959417,151.709197,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
w930078755,-32.8959345,151.7092273,amenity:parking_space,amenity,0.4,,,,,0,2026,assumed
